latlong,beautiful,boring,depressing,lively,safe,wealthy,lat,lon
"-38.69885212,-72.55013645333332",-0.41395540618894455,0.09039668867156081,0.38967334630154316,-0.38907769967067096,-0.5951580796070144,-0.6622033863878385,-38.69885212,-72.55013645333332
"-38.69885212,-72.59331849333333",1.1570066246561757,-0.44675268868918605,-0.8799710494380775,0.4076602520347645,0.5211721377741001,0.7115705297530543,-38.69885212,-72.59331849333333
"-38.69885212,-72.63650053333333",0.17014949347174912,0.10260281488016232,-0.05099890227111237,-0.3458762453137125,-0.2963265226931786,-0.18051871245218987,-38.69885212,-72.63650053333333
"-38.69885212,-72.63712636000001",0.12221364595095707,0.2948459156213631,0.11747788195712605,-0.579095701832061,-0.3667297424991851,-0.3072375528501534,-38.69885212,-72.63712636000001
"-38.69885212,-72.6521462",-0.3481099510860779,0.389610636415175,0.4533851655136154,-0.6811651721066144,-0.5550353005616044,-0.6815095002081577,-38.69885212,-72.6521462
"-38.69885212,-72.65277202666667",0.10019034988683284,0.029002338085374613,0.0021660560736083134,-0.1728474842666785,-0.12001217889966442,-0.10504935860732001,-38.69885212,-72.65277202666667
"-38.69885212,-72.65339785333335",0.13511884243923888,0.34846506874063865,-0.021259595429119482,-0.18694131767348843,0.20219294058129877,0.15276710080812972,-38.69885212,-72.65339785333335
"-38.69885212,-72.65402368000001",0.25143163565234383,0.16981816844061326,-0.13328915655145845,-0.06028630363491172,0.24922234767104312,0.23756793076489702,-38.69885212,-72.65402368000001
"-38.699237159999996,-72.53511661333333",-0.06555009550717195,0.38287535419415963,0.2218634091332472,-0.5693663576317787,-0.2999092529221936,-0.4003837274848516,-38.699237159999996,-72.53511661333333
"-38.699237159999996,-72.53574243999999",-0.3736704959651902,0.3360388768545963,0.3870000202959405,-0.4697164557784037,-0.3899740802716065,-0.46066949801129065,-38.699237159999996,-72.53574243999999
"-38.699237159999996,-72.53636826666666",0.09525049399363539,0.13860602200651106,-0.07050253652630256,-0.039843772008306466,0.18125355304892432,0.11900731001819187,-38.699237159999996,-72.53636826666666
"-38.699237159999996,-72.54512984",0.24504875151918126,0.13974051019233646,-0.1647549960036725,-0.0630364976334441,0.14438557997296586,0.1389677635477018,-38.699237159999996,-72.54512984
"-38.699237159999996,-72.54575566666666",0.08772874772171102,0.3925363439512275,0.054516039774557434,-0.3650753423358688,-0.004193886949920511,-0.10288817758778723,-38.699237159999996,-72.54575566666666
"-38.699237159999996,-72.54638149333333",-0.2149043685349108,0.4163276998459927,0.2808571782752671,-0.4644816867573174,-0.22170489761776824,-0.318573791951962,-38.699237159999996,-72.54638149333333
"-38.699237159999996,-72.54700731999999",0.4920625220301238,0.18008113418407723,-0.30936930804145124,-0.05442130985710225,0.3868381472834894,0.38192738786202396,-38.699237159999996,-72.54700731999999
"-38.699237159999996,-72.54763314666666",-0.06478506648046833,-0.2911624766275994,-0.06729038891585537,0.21138157790497347,-0.03925535469137387,0.07789388634312377,-38.699237159999996,-72.54763314666666
"-38.699237159999996,-72.54825897333333",-0.44717624984839377,0.16687072370058909,0.26994946638733763,0.04307368371799947,0.0156161904808374,-0.019183647254818803,-38.699237159999996,-72.54825897333333
"-38.699237159999996,-72.5488848",-0.3896551847281611,-0.2776637390613528,0.09380345030897264,0.5074930202924612,0.126326756076665,0.13338347685987761,-38.699237159999996,-72.5488848
"-38.699237159999996,-72.54951062666666",-0.5018410617262812,-0.06574576260510268,0.28376542908067925,0.2355764463157799,-0.012391300095643487,-0.004572906823430367,-38.699237159999996,-72.54951062666666
"-38.699237159999996,-72.55013645333332",-0.12068360836035597,-0.10134910460242108,0.03696374457773821,0.1485567914450583,0.05848006601241007,0.0584095930916646,-38.699237159999996,-72.55013645333332
"-38.699237159999996,-72.59269266666666",0.6984048013274968,-0.433904522823905,-0.6158489930703439,0.4237502185430766,0.46008765325687495,0.524763568357614,-38.699237159999996,-72.59269266666666
"-38.699237159999996,-72.59331849333333",0.6779276014869549,-0.0284198449620785,-0.42272205296098253,-0.03991412434523789,0.24025004353866652,0.30975403494937304,-38.699237159999996,-72.59331849333333
"-38.699237159999996,-72.63650053333333",-0.030069067817622752,0.2272772419932661,0.1562178650940893,-0.36593201863265823,-0.23546202955125217,-0.27723100782378074,-38.699237159999996,-72.63650053333333
"-38.699237159999996,-72.63712636000001",0.3980843147984485,0.34555963028484155,-0.05650476423136208,-0.6057967347422759,-0.21298259273544717,-0.1720608121712499,-38.699237159999996,-72.63712636000001
"-38.699237159999996,-72.65152037333334",-0.26979875467546677,0.22434925328481325,0.36744610597178196,-0.5951896536206259,-0.6185646925314585,-0.635866120891114,-38.699237159999996,-72.65152037333334
"-38.699237159999996,-72.6521462",-0.15736010586915405,0.38539584109044467,0.32417523565143735,-0.6525604937510409,-0.4537265438334106,-0.5741151895636325,-38.699237159999996,-72.6521462
"-38.699237159999996,-72.65277202666667",0.27489903601704935,0.2753534302523538,-0.10287007534941539,-0.15099809152066235,0.24103996462718458,0.2039220064553815,-38.699237159999996,-72.65277202666667
"-38.699237159999996,-72.65339785333335",0.15622764735023775,0.2267732678793437,-0.057268714603100346,-0.16093266154250996,0.15684658137513008,0.08944510426089769,-38.699237159999996,-72.65339785333335
"-38.6996222,-72.53574243999999",-0.0271651731561533,0.33814187979649846,0.21008724459763117,-0.6209079292880915,-0.38797327554546923,-0.45105217629214867,-38.6996222,-72.53574243999999
"-38.6996222,-72.53636826666666",0.8166894671649234,0.048968377076592295,-0.5280382318468866,0.006826842921173082,0.4555994950473359,0.5426373309490833,-38.6996222,-72.53636826666666
"-38.6996222,-72.53699409333333",0.011356748638905234,0.10101176393682226,-0.011836857054715155,-0.014064573270401226,0.15132322103958407,0.07731579728760885,-38.6996222,-72.53699409333333
"-38.6996222,-72.53761992",-0.13456209644419848,-0.1713555152795564,-0.019560702372193317,0.3472842822827249,0.2131062463915092,0.13972871004414955,-38.6996222,-72.53761992
"-38.6996222,-72.54575566666666",0.23341651555382725,-0.031591905373641094,-0.22016259351679812,0.11991815948070839,0.19417997291510947,0.24104385568824638,-38.6996222,-72.54575566666666
"-38.6996222,-72.54638149333333",0.007760898115305226,0.33053123911827054,0.07391963554337466,-0.27236036330778646,0.05812860759224536,-0.041679700049082946,-38.6996222,-72.54638149333333
"-38.6996222,-72.54700731999999",0.17609409770902573,0.4097305858895175,0.04473785688086096,-0.5107820678613015,-0.12552463061586305,-0.1821364977394886,-38.6996222,-72.54700731999999
"-38.6996222,-72.54763314666666",-0.20570978579076327,0.0014194366094485433,0.07553945037511212,0.13968360667894708,0.06351015219958711,0.0592431901934547,-38.6996222,-72.54763314666666
"-38.6996222,-72.54825897333333",-0.14438291758675526,-0.07491738236661827,0.06673660765614331,0.09823011838250917,0.030432675583087487,-0.057776531277922816,-38.6996222,-72.54825897333333
"-38.6996222,-72.5488848",-0.08758954356265147,-0.0029427517547528925,0.13886710346152253,0.12847284813636195,0.148871976601876,0.193980616200228,-38.6996222,-72.5488848
"-38.6996222,-72.59269266666666",0.2223635313152914,-0.17951602111348486,-0.17407997443460443,-0.012686734754927764,-0.07285578476281795,0.0006119927671754954,-38.6996222,-72.59269266666666
"-38.6996222,-72.59331849333333",0.15096080038521942,-0.0971493687327738,-0.09408799703834436,-0.05891796647962688,-0.06486369659581359,-0.06301911064293053,-38.6996222,-72.59331849333333
"-38.6996222,-72.59394432",0.9548195329524916,-0.32224857463732426,-0.7021655680078043,0.3194212603192852,0.47416072476688376,0.6636567722286881,-38.6996222,-72.59394432
"-38.6996222,-72.63712636000001",0.6519500753669552,-0.35519932368934604,-0.5884058236635838,0.4023486908620899,0.4366969626186039,0.5490730637744874,-38.6996222,-72.63712636000001
"-38.6996222,-72.63775218666667",-0.05953695562326877,0.4756615201818077,0.29139626049953304,-0.7492224903199416,-0.4267840790804287,-0.4866902700006426,-38.6996222,-72.63775218666667
"-38.6996222,-72.65026872",-0.03936306655223776,0.03637356267425085,0.07256799041449535,-0.20188821985388472,-0.19231292618625084,-0.2253320335914757,-38.6996222,-72.65026872
"-38.6996222,-72.65089454666668",-0.3051402499711866,0.36324379524193107,0.3925597075751617,-0.6536894368450548,-0.580830369980776,-0.6446485526960883,-38.6996222,-72.65089454666668
"-38.6996222,-72.65152037333334",-0.292413623175795,0.5268433662871334,0.3625014231044117,-0.5029147980625349,-0.19665009708172332,-0.32749343101072204,-38.6996222,-72.65152037333334
"-38.6996222,-72.6521462",0.6013542432653698,-0.09542783297995217,-0.43732249753092045,0.19357014080784873,0.4125864163226365,0.5650364250173112,-38.6996222,-72.6521462
"-38.70000724,-72.53636826666666",0.31411993903559576,0.29451134737504003,-0.06272006090832472,-0.4238657620153681,-0.08124919892130733,-0.05786047120768201,-38.70000724,-72.53636826666666
"-38.70000724,-72.53699409333333",0.475510969286963,0.2900294185105826,-0.15817038841199382,-0.3973563753464564,0.007969592000446113,0.07447396131741302,-38.70000724,-72.53699409333333
"-38.70000724,-72.53761992",0.008492360081001848,0.12283469012455661,0.00868272535823511,0.05637545022924684,0.2163929620247309,0.15963007593985834,-38.70000724,-72.53761992
"-38.70000724,-72.53824574666666",0.025603859310921795,0.1534487912043589,-0.02153704209682683,-0.010515032430141735,0.19085415838042818,0.11747408470748555,-38.70000724,-72.53824574666666
"-38.70000724,-72.54638149333333",0.24378782017992684,0.17737083655189845,-0.026819016554603614,-0.351916401468489,-0.1400365847921532,-0.1045237398568899,-38.70000724,-72.54638149333333
"-38.70000724,-72.54700731999999",-0.11272473395292848,0.36439194543522624,0.12669077603448464,-0.22016851341813837,0.06719071855518832,-0.046230203008200244,-38.70000724,-72.54700731999999
"-38.70000724,-72.54763314666666",0.5011946323972274,0.3548438499674387,-0.22591170227404112,-0.28998379173904487,0.2687165277369248,0.2295214285550533,-38.70000724,-72.54763314666666
"-38.70000724,-72.54825897333333",0.17192711147503958,0.32846385846330994,-0.010185970698737723,-0.32769414659712615,0.009643375967750778,-0.027286954192216717,-38.70000724,-72.54825897333333
"-38.70000724,-72.59331849333333",0.6834481567047663,-0.2941030631734678,-0.5009954121275033,0.16479920398746506,0.2039335610212305,0.3168979570284347,-38.70000724,-72.59331849333333
"-38.70000724,-72.59394432",0.71187916105543,-0.023711686871935367,-0.4206800443207537,-0.04963041213043229,0.19559218302924775,0.359931034727059,-38.70000724,-72.59394432
"-38.70000724,-72.63712636000001",0.37196719345246887,0.04793138580069678,-0.17781608796852577,-0.1363993077093104,0.05413283298599847,0.13970358598419907,-38.70000724,-72.63712636000001
"-38.70000724,-72.63775218666667",-0.13931874509366993,0.3839704507729413,0.28643024525701133,-0.6147524074345201,-0.41958705975641974,-0.5026711395980037,-38.70000724,-72.63775218666667
"-38.70000724,-72.63837801333334",0.07315470776165522,0.22228618752529927,0.08712097235629468,-0.4671637516158802,-0.27923234092626403,-0.2693390863406486,-38.70000724,-72.63837801333334
"-38.70000724,-72.65026872",-0.09584262661500609,0.263668746612747,0.16098744751671856,-0.3404348109611781,-0.15773895963947782,-0.227101511593784,-38.70000724,-72.65026872
"-38.70000724,-72.65089454666668",-0.07350356780263856,0.19918675051423118,0.06455330255360181,-0.11529021212969104,0.0036395526879058337,-0.05747200487100779,-38.70000724,-72.65089454666668
"-38.700392279999996,-72.53761992",0.24954031236051,0.2736711315846791,0.0031348287649135553,-0.5371265417800533,-0.24358553277020079,-0.21713003278596776,-38.700392279999996,-72.53761992
"-38.700392279999996,-72.53824574666666",0.26831767669991935,0.11022231656639914,-0.2191143737095862,0.10199463823084964,0.37307249471991977,0.3155716443029766,-38.700392279999996,-72.53824574666666
"-38.700392279999996,-72.53887157333332",0.3362430786643005,0.34787144716861573,-0.12201894384848355,-0.24926992656312708,0.2540250496719474,0.1832117062194185,-38.700392279999996,-72.53887157333332
"-38.700392279999996,-72.54638149333333",0.1845832448202358,0.15060060171171574,-0.0005649311166922022,-0.36458688819283724,-0.1955026811535414,-0.14765140326970605,-38.700392279999996,-72.54638149333333
"-38.700392279999996,-72.54700731999999",0.0115817481008329,0.3936529042740253,0.11186712406768473,-0.3848010391993012,-0.06149870278425951,-0.162245953148076,-38.700392279999996,-72.54700731999999
"-38.700392279999996,-72.54763314666666",-0.1700390094860471,0.3823208907531136,0.2472728043516068,-0.48632554617257295,-0.24568283397910173,-0.3930052710212535,-38.700392279999996,-72.54763314666666
"-38.700392279999996,-72.59331849333333",0.5369019824919459,0.06040349933736289,-0.32863062366698825,-0.09311640175644875,0.22123566360723457,0.24874757622716936,-38.700392279999996,-72.59331849333333
"-38.700392279999996,-72.63837801333334",-0.019333124159808923,0.36932434745344433,0.21890545008861406,-0.6261743809624961,-0.40738420342894655,-0.48606075726122544,-38.700392279999996,-72.63837801333334
"-38.700392279999996,-72.64964289333334",0.2404968028173835,-0.17949792101634499,-0.238009548171648,0.17264993691769615,0.17776301967646102,0.15392309995133102,-38.700392279999996,-72.64964289333334
"-38.700392279999996,-72.65026872",-0.029974988615945053,0.34649561117207195,0.1365009765566485,-0.3331926734902071,-0.035448241624785215,-0.13391712094987085,-38.700392279999996,-72.65026872
"-38.70077732,-72.53824574666666",-0.02595520060328882,0.2770485814613929,0.22251081334976197,-0.5294538910089208,-0.3655341978411466,-0.3580979843773453,-38.70077732,-72.53824574666666
"-38.70077732,-72.53887157333332",-0.07418830143896726,0.3876878311462273,0.14840474660487324,-0.27629485028280953,0.06264212594220542,-0.0375105154403339,-38.70077732,-72.53887157333332
"-38.70077732,-72.53949739999999",0.3276570478580867,0.30047823538510526,-0.13102613205926028,-0.22219781687074414,0.23671376420503032,0.18143201209744664,-38.70077732,-72.53949739999999
"-38.70077732,-72.54700731999999",0.2845873800982077,0.04922434188210434,-0.14155144332847858,-0.06048373559386966,0.12214713134037813,0.21152715479173212,-38.70077732,-72.54700731999999
"-38.70077732,-72.54763314666666",0.23937442848542778,0.07849018818890852,-0.21708042102336567,0.10102226321709606,0.3244844457161551,0.3368438710943855,-38.70077732,-72.54763314666666
"-38.70077732,-72.54825897333333",-0.2527726588878658,0.21510971178976712,0.23495356017696456,-0.2549970081774351,-0.16395699200015157,-0.31203075995825125,-38.70077732,-72.54825897333333
"-38.70077732,-72.59331849333333",0.11764393764380676,0.18862489335742838,0.012646929196950207,-0.2766733341646883,-0.018013998434577516,-0.07521584695932293,-38.70077732,-72.59331849333333
"-38.70077732,-72.63775218666667",-0.0012662956060465191,0.3722342776510844,0.1901710136133823,-0.6422283624512346,-0.3772142817565851,-0.4894866580084487,-38.70077732,-72.63775218666667
"-38.70077732,-72.63837801333334",-0.34012938175890883,0.36991288429345226,0.38143170978757834,-0.5806105756141409,-0.4825981399324555,-0.5583369348513358,-38.70077732,-72.63837801333334
"-38.70077732,-72.64964289333334",0.014932894972728983,-0.021444085651706524,0.026081908280933597,-0.1744573149892219,-0.20798945186064932,-0.19682607787126027,-38.70077732,-72.64964289333334
"-38.70077732,-72.65026872",0.1384261063008072,0.35225673304409655,0.006136461400726212,-0.3120247301235748,0.08777039648595153,0.0063840741790928135,-38.70077732,-72.65026872
"-38.70116236,-72.53887157333332",-0.15563884184670518,0.36306217018403475,0.29414171503346775,-0.5931526724942329,-0.4135861148773623,-0.4553049549582693,-38.70116236,-72.53887157333332
"-38.70116236,-72.53949739999999",-0.05495088785807489,0.36985517883180696,0.24381290930951027,-0.6057587483411697,-0.34983522005892365,-0.4128384810779613,-38.70116236,-72.53949739999999
"-38.70116236,-72.54012322666667",0.31189242149263663,0.32493116457679827,-0.11491143949652827,-0.23669661290777322,0.23942010519795343,0.16091956829453702,-38.70116236,-72.54012322666667
"-38.70116236,-72.54638149333333",0.5343622037757751,-0.23813668164029855,-0.5128316233335495,0.46341752543092185,0.5179462074054304,0.5494617243037179,-38.70116236,-72.54638149333333
"-38.70116236,-72.54763314666666",0.37792422238278656,0.09249606513149539,-0.1987588598878136,-0.04608211902637316,0.21729338832265688,0.2921728176078773,-38.70116236,-72.54763314666666
"-38.70116236,-72.54825897333333",-0.06922927299450077,0.10941252834266568,0.0317090303043166,0.152354233225382,0.212466362202556,0.2627478731503117,-38.70116236,-72.54825897333333
"-38.70116236,-72.5488848",0.7307840912696091,-0.5782306091984171,-0.6716851094343763,0.6375012055796412,0.5021769673670358,0.7347736699919571,-38.70116236,-72.5488848
"-38.70116236,-72.54951062666666",0.5914912300683088,-0.21236166750933272,-0.3365504007940374,0.013972554103468982,-0.05921166782539444,0.2563057313356216,-38.70116236,-72.54951062666666
"-38.70116236,-72.59269266666666",0.005689427374458544,0.0653721573654063,0.012045250290322551,-0.10844098428403504,0.010295653360671064,-0.05664369784992318,-38.70116236,-72.59269266666666
"-38.70116236,-72.59331849333333",0.30614070947431227,-0.027917337568591827,-0.2470595629117054,0.0657662491476696,0.29528936866135513,0.29602204655799014,-38.70116236,-72.59331849333333
"-38.70116236,-72.59394432",0.8863927197869308,-0.35936316840909366,-0.685136476030682,0.39042644496131174,0.4864216573510234,0.6786413657082631,-38.70116236,-72.59394432
"-38.70116236,-72.63775218666667",-0.3652298310304465,0.47825358864782125,0.46030576710795934,-0.7155051034907486,-0.5648501853717949,-0.6848124560208402,-38.70116236,-72.63775218666667
"-38.70116236,-72.63837801333334",0.03573366132394962,0.39788735423550353,0.19560637617980658,-0.6917541721341339,-0.3972070269266461,-0.4645547007803468,-38.70116236,-72.63837801333334
"-38.70116236,-72.64964289333334",0.8578754333290881,-0.279222800596825,-0.6266351179841614,0.1387872146596112,0.21520851984272404,0.44520830395410194,-38.70116236,-72.64964289333334
