latlong,beautiful,boring,depressing,lively,safe,wealthy,lat,lon,node_id,division,lat_trans,lon_trans,ismtpn
"-38.72002932,-72.55576889333332",-0.2679566386820071,-0.033476613817552,0.2021295256070725,-0.1909619397558555,-0.4225540818559974,-0.4366681453733945,-38.72002932,-72.55576889333332,446184596,Temuco,-8076871.247320304,-4681647.15073305,0.536172472435914
"-38.72002932,-72.55639472",-0.6653141513875014,0.1905549999661927,0.5417808290385493,-0.2937095506041851,-0.4973563910229468,-0.554188721316619,-38.72002932,-72.55639472,4134802233,Temuco,-8076940.9140261635,-4681647.15073305,0.536172472435914
"-38.72002932,-72.55764637333333",0.1591536437413143,0.0462518267393674,-0.0987034534550117,-0.0255935094576356,0.1148109272820572,0.1401442410336402,-38.72002932,-72.55764637333333,1053552450,Temuco,-8077080.2474378785,-4681647.15073305,0.536172472435914
"-38.72041436,-72.55576889333332",0.1886975335195924,0.072864975859486,-0.1073263067679919,-0.0714251535233052,0.0459056798808878,0.0502021888457531,-38.72041436,-72.55576889333332,8445955282,Temuco,-8076871.247320304,-4681702.087831944,0.536172472435914
"-38.7207994,-72.55576889333332",0.6416248229774579,-0.4907451575973376,-0.538217992588808,0.3382302045146415,0.2279049338436887,0.3397176693682202,-38.7207994,-72.55576889333332,8445955283,Temuco,-8076871.247320304,-4681757.025226831,0.536172472435914
"-38.7207994,-72.55639472",-0.1547834875012717,0.1415262646875337,0.1660902034467837,-0.2184286624281417,-0.1658354507215349,-0.2162761867360247,-38.7207994,-72.55639472,446184594,Temuco,-8076940.9140261635,-4681757.025226831,0.536172472435914
"-38.7207994,-72.55827219999999",0.2670012071331378,0.0924146495681823,-0.0864894517611654,-0.1416268798771032,0.0972743683883008,0.0560933691127845,-38.7207994,-72.55827219999999,1053554067,Temuco,-8077149.914143737,-4681757.025226831,0.536172472435914
"-38.72118444,-72.55576889333332",0.1183008272450345,-0.0924413737358365,-0.1542054605922826,0.1666362698450112,0.2203349831093137,0.0901823284847269,-38.72118444,-72.55576889333332,446184590,Temuco,-8076871.247320304,-4681811.962917718,0.536172472435914
"-38.72118444,-72.55639472",-0.1346058033111292,0.3785008713128739,0.2534857902365974,-0.5487002012687509,-0.3166469661194857,-0.4104553467233978,-38.72118444,-72.55639472,2038355508,Temuco,-8076940.9140261635,-4681811.962917718,0.536172472435914
"-38.72156948,-72.55639472",-0.2949414107485575,0.3670289937544506,0.2997139411541634,-0.3132122851154917,-0.0859852429740539,-0.1989269887724691,-38.72156948,-72.55639472,2038355508,Temuco,-8076940.9140261635,-4681866.900904608,0.536172472435914
"-38.72156948,-72.55702054666666",0.5312706309525779,-0.1898267579191325,-0.5095970211394221,0.3412161705472942,0.4612402101671895,0.4307230969676943,-38.72156948,-72.55702054666666,704726922,Temuco,-8077010.5807320215,-4681866.900904608,0.536172472435914
"-38.72156948,-72.55889802666667",0.3487265180923526,0.1195903711582415,-0.1540337883088012,-0.1029003921531526,0.1176330495522184,0.2146815294982755,-38.72156948,-72.55889802666667,371223342,Temuco,-8077219.580849596,-4681866.900904608,0.536172472435914
"-38.72195452,-72.55639472",0.5342541713376958,-0.3855258410135287,-0.437984704753835,0.1010992916276314,-0.101130454802818,0.0634828334217498,-38.72195452,-72.55639472,7258920578,Temuco,-8076940.9140261635,-4681921.839187509,0.536172472435914
"-38.72195452,-72.55702054666666",0.2733962499552733,-0.3152322413679144,-0.3641016316447309,0.4827193143786228,0.3466412980696129,0.3990099121157562,-38.72195452,-72.55702054666666,704726924,Temuco,-8077010.5807320215,-4681921.839187509,0.536172472435914
"-38.72195452,-72.55889802666667",0.3094466275046303,0.0379075061200057,-0.2651296637635925,0.2570802492344701,0.5028212524516356,0.4988025872197532,-38.72195452,-72.55889802666667,704726929,Temuco,-8077219.580849596,-4681921.839187509,0.536172472435914
"-38.72233956,-72.55639472",-0.3090683312708906,-0.0077533464297873,0.1526884507097412,0.2219699722432846,0.0834944416061578,-0.0474601295352876,-38.72233956,-72.55639472,2038355398,Temuco,-8076940.9140261635,-4681976.777766427,0.536172472435914
"-38.72233956,-72.55702054666666",-0.0011417022919297,0.286381415339586,0.1099458285457366,-0.3546076366499877,-0.0900617666335195,-0.2047210758919919,-38.72233956,-72.55702054666666,704726926,Temuco,-8077010.5807320215,-4681976.777766427,0.536172472435914
"-38.72233956,-72.55889802666667",0.0668335963215687,-0.2242111298156941,-0.1021665942890501,0.1708426917635332,-0.019013499619092,0.0430101766048101,-38.72233956,-72.55889802666667,704726929,Temuco,-8077219.580849596,-4681976.777766427,0.536172472435914
"-38.72233956,-72.55952385333333",0.2094571493884958,0.4227589871956468,0.0482290710608805,-0.6082102295234935,-0.2031159535717976,-0.3000395552520041,-38.72233956,-72.55952385333333,446147109,Temuco,-8077289.247555453,-4681976.777766427,0.536172472435914
"-38.7227246,-72.55639472",0.2718451832661173,0.4146988259508435,-0.0678740022986941,-0.2681604203052699,0.2347396477573573,0.1573168930188506,-38.7227246,-72.55639472,2038355461,Temuco,-8076940.9140261635,-4682031.716641364,0.536172472435914
"-38.7227246,-72.55702054666666",-0.0773610783879266,-0.0530173953535526,0.1237633035945973,-0.2240623882059242,-0.3527176501861064,-0.2570212064495329,-38.7227246,-72.55702054666666,704726927,Temuco,-8077010.5807320215,-4682031.716641364,0.536172472435914
"-38.7227246,-72.55764637333333",-0.3373655366865824,-0.2089222388637279,0.14913116882957,0.2012944140470558,-0.143054066854618,-0.0849906123621653,-38.7227246,-72.55764637333333,704726912,Temuco,-8077080.2474378785,-4682031.716641364,0.536172472435914
"-38.7227246,-72.55889802666667",-0.1869503690927292,0.0800869063891583,0.1753295483846082,-0.1438636884344304,-0.1702491532236698,-0.234886969172706,-38.7227246,-72.55889802666667,704726829,Temuco,-8077219.580849596,-4682031.716641364,0.536172472435914
"-38.7227246,-72.55952385333333",-0.4185837584553531,0.7312346047903813,0.6005156071725013,-0.8991891908115166,-0.5251365872598965,-0.6909315288616125,-38.7227246,-72.55952385333333,704726829,Temuco,-8077289.247555453,-4682031.716641364,0.536172472435914
"-38.72310964,-72.55639472",0.2289743301066638,0.3354961267383362,-0.0668638019358252,-0.3061398537939102,0.1072271425098514,-0.0109408361121383,-38.72310964,-72.55639472,2038355468,Temuco,-8076940.9140261635,-4682086.65581233,0.536172472435914
"-38.72310964,-72.55702054666666",0.1655081292443423,-0.3159287034045461,-0.1686103844561426,0.3843444667071831,0.0995857339584329,0.1691735298707635,-38.72310964,-72.55702054666666,704726919,Temuco,-8077010.5807320215,-4682086.65581233,0.536172472435914
"-38.72310964,-72.55764637333333",-0.5766926930218539,0.1942940997179147,0.4562510754484012,-0.2544143073835039,-0.3490888746015101,-0.4165280221977518,-38.72310964,-72.55764637333333,704726912,Temuco,-8077080.2474378785,-4682086.65581233,0.536172472435914
"-38.72310964,-72.55827219999999",-0.4391542676344002,-0.0361662590309662,0.2465868325099256,0.1251760588688384,-0.1005583870819362,-0.1326523847960494,-38.72310964,-72.55827219999999,1289299753,Temuco,-8077149.914143737,-4682086.65581233,0.536172472435914
"-38.72310964,-72.55889802666667",0.3371116896438888,-0.1929590940429524,-0.3552770787018882,0.3203602546635611,0.3572629367523903,0.3635101361135406,-38.72310964,-72.55889802666667,446135789,Temuco,-8077219.580849596,-4682086.65581233,0.536172472435914
"-38.72310964,-72.55952385333333",-0.2045231346532796,-0.0750351734342276,0.0960868051724788,0.0900775358340897,-0.0191467713903521,-0.1004522407065482,-38.72310964,-72.55952385333333,704726827,Temuco,-8077289.247555453,-4682086.65581233,0.536172472435914
"-38.72310964,-72.56014968",0.2856100812044682,0.2840066666877466,-0.1477375895617267,-0.1741491984859726,0.190972805805099,0.1311701381598908,-38.72310964,-72.56014968,446147115,Temuco,-8077358.914261312,-4682086.65581233,0.536172472435914
"-38.72349468,-72.55702054666666",-0.0925110081163631,0.1708406479407557,0.0723165459897323,-0.1219877192533551,0.0290788727146296,-0.0872729863142511,-38.72349468,-72.55702054666666,8445955275,Temuco,-8077010.5807320215,-4682141.5952793285,0.536172472435914
"-38.72349468,-72.55764637333333",-0.8469423832352955,0.109024808329355,0.6290090112936226,-0.1344706634267489,-0.5103341710312412,-0.514781936749827,-38.72349468,-72.55764637333333,1289299739,Temuco,-8077080.2474378785,-4682141.5952793285,0.536172472435914
"-38.72349468,-72.55827219999999",-0.1672787740687784,-0.6098268840635892,-0.0340419659869679,0.3973311603253275,-0.228902644254199,-0.185866002418664,-38.72349468,-72.55827219999999,1289299753,Temuco,-8077149.914143737,-4682141.5952793285,0.536172472435914
"-38.72349468,-72.55889802666667",-0.0208751704643406,-0.2554490426271359,0.0207045359624853,-0.0692325351131646,-0.3741375806153773,-0.2713885648105156,-38.72349468,-72.55889802666667,446135790,Temuco,-8077219.580849596,-4682141.5952793285,0.536172472435914
"-38.72349468,-72.55952385333333",0.0802217060944316,-0.194936938955216,-0.1235509089805315,0.217401876564709,0.1339436435382617,0.2086870405135408,-38.72349468,-72.55952385333333,446135790,Temuco,-8077289.247555453,-4682141.5952793285,0.536172472435914
"-38.72349468,-72.56014968",0.1462654719099583,0.3137725898743533,-4.432862127923265e-05,-0.3235808832500715,0.0075051892441746,-0.0185796415093928,-38.72349468,-72.56014968,1416828088,Temuco,-8077358.914261312,-4682141.5952793285,0.536172472435914
"-38.72387972,-72.55702054666666",-0.1527932339308648,0.1239734158043411,0.1547845569695349,-0.1941906151310195,-0.2323200756606758,-0.3182725021937351,-38.72387972,-72.55702054666666,2038355441,Temuco,-8077010.5807320215,-4682196.535042366,0.536172472435914
"-38.72387972,-72.55764637333333",-0.5066124696664269,-0.2600163606585129,0.3099117657291195,0.0323436511725958,-0.4640432653225839,-0.4256676139996318,-38.72387972,-72.55764637333333,704726916,Temuco,-8077080.2474378785,-4682196.535042366,0.536172472435914
"-38.72387972,-72.55827219999999",-0.2162443244928069,0.2932157985667033,0.2058017910745189,-0.2913823056864986,-0.1135045937784826,-0.248775790938257,-38.72387972,-72.55827219999999,5810402504,Temuco,-8077149.914143737,-4682196.535042366,0.536172472435914
"-38.72387972,-72.55889802666667",0.0450656923340573,0.2788755020866901,0.0293703927649928,-0.1929479219115075,0.0776950202316828,0.0075391978815979,-38.72387972,-72.55889802666667,5810402503,Temuco,-8077219.580849596,-4682196.535042366,0.536172472435914
"-38.72387972,-72.55952385333333",0.0264737027618484,-0.0717334083346213,-0.0913577718231088,0.1967762557445602,0.1650173436724502,0.1288553124989593,-38.72387972,-72.55952385333333,446135790,Temuco,-8077289.247555453,-4682196.535042366,0.536172472435914
"-38.72387972,-72.56014968",0.5979465954315781,-0.2812588501083757,-0.5303932315717388,0.2997962143196571,0.3394029391117996,0.3902845699185793,-38.72387972,-72.56014968,704726825,Temuco,-8077358.914261312,-4682196.535042366,0.536172472435914
"-38.72426476,-72.55702054666666",0.1775640167621612,0.219739826214861,-0.1070648574190498,-0.0999844455569196,0.2207000567014585,0.1444222184324495,-38.72426476,-72.55702054666666,2038355471,Temuco,-8077010.5807320215,-4682251.475101446,0.536172472435914
"-38.72426476,-72.55764637333333",-0.181580101523463,-0.0072574345976774,0.2208286084008384,-0.2939175139122818,-0.4949112956216865,-0.412475677331114,-38.72426476,-72.55764637333333,704726918,Temuco,-8077080.2474378785,-4682251.475101446,0.536172472435914
"-38.72426476,-72.55827219999999",-0.3392526862414,-0.1789416738629599,0.2111784386230644,0.0429083893174215,-0.2505156671812174,-0.3457725602559789,-38.72426476,-72.55827219999999,704726864,Temuco,-8077149.914143737,-4682251.475101446,0.536172472435914
"-38.72426476,-72.55889802666667",0.0561258825323907,0.3171756253459585,0.1574320965139926,-0.514927119758088,-0.2710738228891127,-0.2736795305756365,-38.72426476,-72.55889802666667,446135791,Temuco,-8077219.580849596,-4682251.475101446,0.536172472435914
"-38.72426476,-72.55952385333333",-0.0410924609592644,0.2208624761489657,0.0200958146040104,-0.132269773851217,0.0159302556542311,-0.099155383073497,-38.72426476,-72.55952385333333,704726824,Temuco,-8077289.247555453,-4682251.475101446,0.536172472435914
"-38.72426476,-72.56014968",-0.218392775004244,0.1504604199233509,0.1892148724073021,-0.1340513430054342,-0.1588192184474377,-0.2020288282870077,-38.72426476,-72.56014968,704726822,Temuco,-8077358.914261312,-4682251.475101446,0.536172472435914
"-38.72426476,-72.56077550666666",-0.3503768909648834,0.39309389996467,0.4107487524815694,-0.3864428244540335,-0.2672103597037853,-0.3347159530675196,-38.72426476,-72.56077550666666,445855457,Temuco,-8077428.58096717,-4682251.475101446,0.536172472435914
"-38.7246498,-72.55702054666666",0.2725734964412982,0.4297093927109284,-0.0781888564983848,-0.2323633559671778,0.2785477495058912,0.2241183536002733,-38.7246498,-72.55702054666666,2038355494,Temuco,-8077010.5807320215,-4682306.415456578,0.536172472435914
"-38.7246498,-72.55764637333333",-0.1166364619597144,-0.1277510151161038,0.0221338818999863,-0.0519598768643669,-0.2933741625329547,-0.227646864722417,-38.7246498,-72.55764637333333,939599739,Temuco,-8077080.2474378785,-4682306.415456578,0.536172472435914
"-38.7246498,-72.55827219999999",0.5582608713603427,-0.1626972058378464,-0.4705285172852154,0.2644603233292546,0.3220707918980716,0.4733011473318034,-38.7246498,-72.55827219999999,704726852,Temuco,-8077149.914143737,-4682306.415456578,0.536172472435914
"-38.7246498,-72.55889802666667",0.1158524521917214,-0.1831413387667073,-0.0787007044915,0.0398027305774983,-0.1045707342760027,-0.0886820825586678,-38.7246498,-72.55889802666667,704726857,Temuco,-8077219.580849596,-4682306.415456578,0.536172472435914
"-38.7246498,-72.55952385333333",-0.0454836402482783,0.0709990891342351,0.0440262247187765,-0.1182572381026334,-0.0893636663334203,-0.1142093654071163,-38.7246498,-72.55952385333333,446135794,Temuco,-8077289.247555453,-4682306.415456578,0.536172472435914
"-38.7246498,-72.56014968",-0.0556021905369941,0.3628450979015633,0.1232786161086592,-0.2262274794766445,0.0453631622273986,-0.0248534590896132,-38.7246498,-72.56014968,446135795,Temuco,-8077358.914261312,-4682306.415456578,0.536172472435914
"-38.7246498,-72.56077550666666",0.1235829853984371,0.3526747499548418,-0.0347734832337272,-0.2322669204026766,0.1501863750515375,0.0108778806103919,-38.7246498,-72.56077550666666,446135796,Temuco,-8077428.58096717,-4682306.415456578,0.536172472435914
"-38.72503484,-72.55764637333333",0.0572905545736914,0.0032452010927694,0.0210072394847318,-0.155243085210212,-0.1496507422765278,-0.164051103436392,-38.72503484,-72.55764637333333,939599739,Temuco,-8077080.2474378785,-4682361.356107762,0.536172472435914
"-38.72503484,-72.55827219999999",0.2192623136826386,-0.2458891103876208,-0.2644510552705243,0.386028921216367,0.2700796851922571,0.3552999598923585,-38.72503484,-72.55827219999999,704726852,Temuco,-8077149.914143737,-4682361.356107762,0.536172472435914
"-38.72503484,-72.55889802666667",-0.0502023463061558,0.1191056686507427,0.0923953761862268,-0.2014880703950112,-0.1561544637864917,-0.1530033974123654,-38.72503484,-72.55889802666667,704726853,Temuco,-8077219.580849596,-4682361.356107762,0.536172472435914
"-38.72503484,-72.55952385333333",0.45144454146154,-0.3016068601043802,-0.4558124700394086,0.239341669329141,0.1763480664134338,0.2947043285864832,-38.72503484,-72.55952385333333,704726819,Temuco,-8077289.247555453,-4682361.356107762,0.536172472435914
"-38.72503484,-72.56014968",-0.2413308778480234,0.1787895256828544,0.223599140152972,-0.248304619610385,-0.224398616100478,-0.2902179541983987,-38.72503484,-72.56014968,446135797,Temuco,-8077358.914261312,-4682361.356107762,0.536172472435914
"-38.72541988,-72.55764637333333",-0.4032573992022725,-0.013680885484211,0.2605354151840964,0.0553645971621108,-0.1595065521229914,-0.1106539966976698,-38.72541988,-72.55764637333333,2038355417,Temuco,-8077080.2474378785,-4682416.29705501,0.536172472435914
"-38.72541988,-72.55827219999999",-0.0420159387529213,0.2934295301002433,0.1796553077325744,-0.4320726341638514,-0.2120847031338488,-0.2346706505830367,-38.72541988,-72.55827219999999,704726854,Temuco,-8077149.914143737,-4682416.29705501,0.536172472435914
"-38.72541988,-72.55889802666667",-0.0456672155802522,0.0785359298571715,0.005326580291024,-0.0227392568605153,0.0801085988357277,-0.0187076792515865,-38.72541988,-72.55889802666667,8446164031,Temuco,-8077219.580849596,-4682416.29705501,0.536172472435914
"-38.72541988,-72.55952385333333",0.5917769918861859,-0.0892015728061892,-0.4227101681647243,0.1419189491724548,0.3720122094167815,0.4416346413080672,-38.72541988,-72.55952385333333,704726820,Temuco,-8077289.247555453,-4682416.29705501,0.536172472435914
"-38.72541988,-72.56014968",0.2970690961454325,0.1570018818487054,-0.18711056027783,-0.1100530495753464,0.1896122232884556,0.1507557400476082,-38.72541988,-72.56014968,8446164043,Temuco,-8077358.914261312,-4682416.29705501,0.536172472435914
"-38.72580492,-72.55764637333333",-0.1730849839983883,-0.0885358255004942,0.0438009934079042,0.2796944846150284,0.0884750852350664,0.1037377377197175,-38.72580492,-72.55764637333333,2038355425,Temuco,-8077080.2474378785,-4682471.238298325,0.536172472435914
"-38.72580492,-72.55827219999999",-0.3158792424735166,0.279831306120591,0.260640746961976,-0.0561733888282676,0.0846739700920795,-0.0068027182101213,-38.72580492,-72.55827219999999,704726838,Temuco,-8077149.914143737,-4682471.238298325,0.536172472435914
"-38.72580492,-72.55889802666667",-0.1404017473212482,-0.056116536427513,0.0745651397451225,0.0050668288188626,-0.087987814642974,-0.199437076376912,-38.72580492,-72.55889802666667,704726835,Temuco,-8077219.580849596,-4682471.238298325,0.536172472435914
"-38.72580492,-72.55952385333333",-0.0322302677332213,-0.3054454212582479,-0.0033398469468373,0.1438191619030844,-0.2150052649283442,-0.0873003006789936,-38.72580492,-72.55952385333333,704726815,Temuco,-8077289.247555453,-4682471.238298325,0.536172472435914
"-38.72580492,-72.56014968",0.0845667493888551,0.3787266071139033,0.0331125123832527,-0.3678361232346037,-0.0081022664343088,-0.1299213613724776,-38.72580492,-72.56014968,8446164037,Temuco,-8077358.914261312,-4682471.238298325,0.536172472435914
"-38.72618996,-72.55764637333333",-0.071671132869878,0.2233124200984108,0.1051499760090504,-0.1562239322144849,0.0176280759717815,-0.0671947320077257,-38.72618996,-72.55764637333333,2038355425,Temuco,-8077080.2474378785,-4682526.179837712,0.536172472435914
"-38.72618996,-72.55827219999999",0.044430142271066,-0.0417048954560733,-0.05935956929042,0.0467165900706967,0.0491878101267473,0.0408619143078097,-38.72618996,-72.55827219999999,704726838,Temuco,-8077149.914143737,-4682526.179837712,0.536172472435914
"-38.72618996,-72.55889802666667",0.0499683217944011,-0.0159264982075648,-0.0846562522008615,0.1560523628213408,0.2370048375902249,0.2470346640620717,-38.72618996,-72.55889802666667,704726833,Temuco,-8077219.580849596,-4682526.179837712,0.536172472435914
"-38.72618996,-72.55952385333333",0.4027720802377197,-0.1760661612396192,-0.3415188178661799,0.2175243627345424,0.3294413972563998,0.3769237875466005,-38.72618996,-72.55952385333333,704726815,Temuco,-8077289.247555453,-4682526.179837712,0.536172472435914
"-38.72618996,-72.56014968",0.498421031244348,0.0452608468760832,-0.3471883753164539,0.0081569178444942,0.252609842507598,0.2832780373320673,-38.72618996,-72.56014968,445855462,Temuco,-8077358.914261312,-4682526.179837712,0.536172472435914
"-38.726575,-72.55764637333333",-0.0245159652653352,0.432404864847244,0.1371283624970045,-0.3442454765321037,0.0512390604100314,-0.0343130963528914,-38.726575,-72.55764637333333,1236682395,Temuco,-8077080.2474378785,-4682581.121673175,0.536172472435914
"-38.726575,-72.55827219999999",0.2480183619777087,-0.08839288914836,-0.0972667184476314,-0.1504070933629233,-0.2437268101795922,-0.1096113781575749,-38.726575,-72.55827219999999,704726840,Temuco,-8077149.914143737,-4682581.121673175,0.536172472435914
"-38.726575,-72.55889802666667",0.5793318463928632,-0.1397684881785481,-0.4288772701714261,0.184686835387235,0.3252473378605836,0.3662142610010055,-38.726575,-72.55889802666667,704726840,Temuco,-8077219.580849596,-4682581.121673175,0.536172472435914
"-38.726575,-72.55952385333333",0.1274638008978652,0.2854757998930022,-0.0116911298509767,-0.2330705510420745,0.1314493702044137,0.0242518094325845,-38.726575,-72.55952385333333,445855451,Temuco,-8077289.247555453,-4682581.121673175,0.536172472435914
"-38.72696004,-72.55827219999999",-0.3485648873788229,0.2042937429982302,0.2657152779580323,-0.2854660878471764,-0.2893004076677874,-0.3936484258168127,-38.72696004,-72.55827219999999,8445955230,Temuco,-8077149.914143737,-4682636.063804725,0.536172472435914
"-38.72696004,-72.55889802666667",0.1720274266828643,-0.3422597830496032,-0.2745578959448584,0.3599040658765493,0.2092359949766611,0.1484338050039158,-38.72696004,-72.55889802666667,1289299752,Temuco,-8077219.580849596,-4682636.063804725,0.536172472435914
"-38.72696004,-72.55952385333333",0.179399347256925,-0.1122794963633749,-0.1245438728592627,0.0487955495244694,-0.0382896011005406,0.0754160933723306,-38.72696004,-72.55952385333333,445855458,Temuco,-8077289.247555453,-4682636.063804725,0.536172472435914
"-38.72734508,-72.55827219999999",-0.0775361559830161,0.0295957433830592,0.0282460849918697,-0.0558924963425688,-0.0452747120621572,-0.121735535501293,-38.72734508,-72.55827219999999,2038355473,Temuco,-8077149.914143737,-4682691.006232363,0.536172472435914
"-38.72734508,-72.55889802666667",0.319805121593435,-0.0697866466440547,-0.2586911912596088,-0.0699307236069155,-0.0164206333983871,0.0177603194347049,-38.72734508,-72.55889802666667,1289299752,Temuco,-8077219.580849596,-4682691.006232363,0.536172472435914
"-38.72734508,-72.55952385333333",0.1363333036295497,-0.1262471677930461,-0.1412709276505093,0.0534820235263338,0.0277909418689028,0.0257574068515671,-38.72734508,-72.55952385333333,445855458,Temuco,-8077289.247555453,-4682691.006232363,0.536172472435914
"-38.72773012,-72.55827219999999",-0.2697921431808225,0.4559437027442015,0.3528296424288146,-0.4073247843177902,-0.1395893387188593,-0.2365233564358888,-38.72773012,-72.55827219999999,2038355453,Temuco,-8077149.914143737,-4682745.948956096,0.536172472435914
"-38.72773012,-72.55889802666667",0.5168031391784624,-0.0707933812332252,-0.4115394095554561,0.1860052081467658,0.4201369194807363,0.4580812291532261,-38.72773012,-72.55889802666667,704726791,Temuco,-8077219.580849596,-4682745.948956096,0.536172472435914
"-38.72811516,-72.55827219999999",0.0889989857004422,0.4532495222079918,0.0507059491805454,-0.2647813881281875,0.2149996579358339,0.1196812271017069,-38.72811516,-72.55827219999999,8445955240,Temuco,-8077149.914143737,-4682800.891975931,0.536172472435914
"-38.72811516,-72.55889802666667",-0.2437063736328129,-0.2796286101417503,0.0533528648751617,0.4292143435489435,0.1772363527841256,0.1205459282988532,-38.72811516,-72.55889802666667,8445955223,Temuco,-8077219.580849596,-4682800.891975931,0.536172472435914
"-38.72811516,-72.55952385333333",-0.1728765676453258,0.1584966509254177,0.2173386686862013,-0.2990133970662749,-0.2686511193317269,-0.279769722562798,-38.72811516,-72.55952385333333,445855453,Temuco,-8077289.247555453,-4682800.891975931,0.536172472435914
"-38.72811516,-72.56014968",0.1550524526550409,-0.1017635694835698,-0.2013997788133918,0.2219835996854633,0.274840939846745,0.2666019556903989,-38.72811516,-72.56014968,445855455,Temuco,-8077358.914261312,-4682800.891975931,0.536172472435914
"-38.7285002,-72.55889802666667",-0.5695974860366309,-0.0479756842343047,0.4124222325562938,-0.1315089547564158,-0.4587006522425958,-0.5219312004664636,-38.7285002,-72.55889802666667,8445955222,Temuco,-8077219.580849596,-4682855.835291873,0.536172472435914
"-38.7285002,-72.55952385333333",-0.3007198873757,0.0838005962084637,0.1908675496110312,0.0245196383209143,-0.0300784823164277,-0.1367211353777173,-38.7285002,-72.55952385333333,8445955222,Temuco,-8077289.247555453,-4682855.835291873,0.536172472435914
"-38.71656396,-72.61397077333334",-0.6944021326718983,-0.1758579164184949,0.5126632125082133,-0.1698937462167682,-0.7171847748737039,-0.7551941036644683,-38.71656396,-72.61397077333334,3151088482,Temuco,-8083350.250965116,-4681152.7301617535,0.48682105278747
"-38.71656396,-72.6145966",-0.663006815413075,0.1424331026366279,0.5268861531012492,-0.3358120216129496,-0.5710588601127933,-0.6018421296301506,-38.71656396,-72.6145966,2939217730,Temuco,-8083419.9176709745,-4681152.7301617535,0.48682105278747
"-38.71656396,-72.61522242666666",-0.8609366437181846,-0.1383737091715972,0.5125091636742805,0.2417234929231488,-0.4200948531891719,-0.3325022205120533,-38.71656396,-72.61522242666666,3151088477,Temuco,-8083489.5843768325,-4681152.7301617535,0.48682105278747
"-38.716949,-72.61334494666667",-0.4499049451070904,0.0580714080945516,0.3415350576572356,-0.0668541039968071,-0.2399478298950785,-0.3151543108562336,-38.716949,-72.61334494666667,8506936226,Temuco,-8083280.584259259,-4681207.664596965,0.48682105278747
"-38.716949,-72.61397077333334",-0.0856435317249233,0.054338775749122,0.1123704157113762,-0.1179137773680802,-0.1052221545639644,-0.1311853228453019,-38.716949,-72.61397077333334,1043199883,Temuco,-8083350.250965116,-4681207.664596965,0.48682105278747
"-38.716949,-72.6145966",-0.719966376773572,0.4967659855793904,0.6879218353317305,-0.6596293772300239,-0.6435429943836781,-0.7807732281612114,-38.716949,-72.6145966,2372255619,Temuco,-8083419.9176709745,-4681207.664596965,0.48682105278747
"-38.716949,-72.61522242666666",-0.4987803854577981,0.351130832355391,0.5145225000529878,-0.4949073995987587,-0.4771921211397558,-0.5688066881333274,-38.716949,-72.61522242666666,1043199659,Temuco,-8083489.5843768325,-4681207.664596965,0.48682105278747
